Category,Message
0,"Wait that's still not all that clear, were you not sure about me being sarcastic or that that's why x doesn't want to live with us"
0,Yeah he got in at 2 and was v apologetic. n had fallen out and she was actin like spoilt child and he got caught up in that. Till 2! But we won't go there! Not doing too badly cheers. You?
0,K tell me anything about you.
0,For fear of fainting with the of all that housework you just did? Quick have a cuppa
1,Thanks for your subscription to Ringtone UK your mobile will be charged £5/month Please confirm by replying YES or NO. If you reply NO you will not be charged
0,Yup... Ok i go home look at the timings then i msg ü again... Xuhui going to learn on 2nd may too but her lesson is at 8am
0,"Oops, I'll let you know when my roommate's done"
0,I see the letter B on my car
0,Anything lor... U decide...
0,Hello! How's you and how did saturday go? I was just texting to see if you'd decided to do anything tomo. Not that i'm trying to invite myself or anything!
0,Pls go ahead with watts. I just wanted to be sure. Do have a great weekend. Abiola
0,"Did I forget to tell you ? I want you , I need you, I crave you ... But most of all ... I love you my sweet Arabian steed ... Mmmmmm ... Yummy"
1,07732584351 - Rodger Burns - MSG = We tried to call you re your reply to our sms for a free nokia mobile + free camcorder. Please call now 08000930705 for delivery tomorrow
0,WHO ARE YOU SEEING?
0,Great! I hope you like your man well endowed. I am  &lt;#&gt;  inches...
0,No calls..messages..missed calls
0,Didn't you get hep b immunisation in nigeria.
0,"Fair enough, anything going on?"
0,"Yeah hopefully, if tyler can't do it I could maybe ask around a bit"
0,U don't know how stubborn I am. I didn't even want to go to the hospital. I kept telling Mark I'm not a weak sucker. Hospitals are for weak suckers.
0,What you thinked about me. First time you saw me in class.
0,"A gram usually runs like  &lt;#&gt; , a half eighth is smarter though and gets you almost a whole second gram for  &lt;#&gt;"
0,K fyi x has a ride early tomorrow morning but he's crashing at our place tonight
0,"Wow. I never realized that you were so embarassed by your accomodations. I thought you liked it, since i was doing the best i could and you always seemed so happy about ""the cave"". I'm sorry I didn't and don't have more to give. I'm sorry i offered. I'm sorry your room was so embarassing."
1,SMS. ac Sptv: The New Jersey Devils and the Detroit Red Wings play Ice Hockey. Correct or Incorrect? End? Reply END SPTV
0,Do you know what Mallika Sherawat did yesterday? Find out now @  &lt;URL&gt;
1,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!"
0,"Sorry, I'll call later in meeting."
0,Tell where you reached
0,Yes..gauti and sehwag out of odi series.
0,Your gonna have to pick up a $1 burger for yourself on your way home. I can't even move. Pain is killing me.
0,Ha ha ha good joke. Girls are situation seekers.
0,Its a part of checking IQ
0,"Sorry my roommates took forever, it ok if I come by now?"
0,Ok lar i double check wif da hair dresser already he said wun cut v short. He said will cut until i look nice.
1,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a £1500 Bonus Prize, call 09066364589"
0,"Today is ""song dedicated day.."" Which song will u dedicate for me? Send this to all ur valuable frnds but first rply me..."
1,"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or £1000. To claim txt DIS to 87121 18+6*£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ"
1,"Did you hear about the new ""Divorce Barbie""? It comes with all of Ken's stuff!"
0,I plane to give on this month end.
0,Wah lucky man... Then can save money... Hee...
0,Finished class where are you.
0,HI BABE IM AT HOME NOW WANNA DO SOMETHING? XX
0,K..k:)where are you?how did you performed?
0,U can call me now...
0,I am waiting machan. Call me once you free.
0,Thats cool. i am a gentleman and will treat you with dignity and respect.
0,I like you peoples very much:) but am very shy pa.
0,Does not operate after  &lt;#&gt;  or what
0,Its not the same here. Still looking for a job. How much do Ta's earn there.
0,"Sorry, I'll call later"
0,K. Did you call me just now ah?
0,Ok i am on the way to home hi hi
0,You will be in the place of that man
0,Yup next stop.
0,"I call you later, don't have network. If urgnt, sms me."
0,For real when u getting on yo? I only need 2 more tickets and one more jacket and I'm done. I already used all my multis.
0,Yes I started to send requests to make it but pain came back so I'm back in bed. Double coins at the factory too. I gotta cash in all my nitros.
0,I'm really not up to it still tonight babe
0,"Ela kano.,il download, come wen ur free.."
0,Yeah do! Don‘t stand to close tho- you‘ll catch something!
0,Sorry to be a pain. Is it ok if we meet another night? I spent late afternoon in casualty and that means i haven't done any of y stuff42moro and that includes all my time sheets and that. Sorry.
0,Smile in Pleasure Smile in Pain Smile when trouble pours like Rain Smile when sum1 Hurts U Smile becoz SOMEONE still Loves to see u Smiling!!
1,Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed £1000 cash or £5000 prize!
0,Havent planning to buy later. I check already lido only got 530 show in e afternoon. U finish work already?
1,"Your free ringtone is waiting to be collected. Simply text the password ""MIX"" to 85069 to verify. Get Usher and Britney. FML, PO Box 5249, MK17 92H. 450Ppw 16"
0,Watching telugu movie..wat abt u?
0,i see. When we finish we have loads of loans to pay
0,"Hi. Wk been ok - on hols now! Yes on for a bit of a run. Forgot that i have hairdressers appointment at four so need to get home n shower beforehand. Does that cause prob for u?"""
0,I see a cup of coffee animation
0,Please don't text me anymore. I have nothing else to say.
0,Okay name ur price as long as its legal! Wen can I pick them up? Y u ave x ams xx
0,I'm still looking for a car to buy. And have not gone 4the driving test yet.
0,"wow. You're right! I didn't mean to do that. I guess once i gave up on boston men and changed my search location to nyc, something changed. Cuz on my signin page it still says boston."
0,Umma my life and vava umma love you lot dear
0,Thanks a lot for your wishes on my birthday. Thanks you for making my birthday truly memorable.
0,"Aight, I'll hit you up when I get some cash"
0,How would my ip address test that considering my computer isn't a minecraft server
0,I know! Grumpy old people. My mom was like you better not be lying. Then again I am always the one to play jokes...
0,Dont worry. I guess he's busy.
0,What is the plural of the noun research?
0,Going for dinner.msg you after.
0,I'm ok wif it cos i like 2 try new things. But i scared u dun like mah. Cos u said not too loud.
1,GENT! We are trying to contact you. Last weekends draw shows that you won a £1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm
0,"Wa, ur openin sentence very formal... Anyway, i'm fine too, juz tt i'm eatin too much n puttin on weight...Haha... So anythin special happened?"
0,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there."
1,You are a winner U have been specially selected 2 receive £1000 or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810910p/min (18+)
0,Goodo! Yes we must speak friday - egg-potato ratio for tortilla needed!
0,Hmm...my uncle just informed me that he's paying the school directly. So pls buy food.
1,PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires
1,"URGENT! Your Mobile No. was awarded £2000 Bonus Caller Prize on 5/9/03 This is our final try to contact U! Call from Landline 09064019788 BOX42WR29C, 150PPM"
0,here is my new address -apples&pairs&all that malarky
1,Todays Voda numbers ending 7548 are selected to receive a $350 award. If you have a match please call 08712300220 quoting claim code 4041 standard rates app
0,I am going to sao mu today. Will be done only at 12
0,Ü predict wat time ü'll finish buying?
0,"Good stuff, will do."
0,"Just so that you know,yetunde hasn't sent money yet. I just sent her a text not to bother sending. So its over, you dont have to involve yourself in anything. I shouldn't have imposed anything on you in the first place so for that, i apologise."
0,Are you there in room.
0,HEY GIRL. HOW R U? HOPE U R WELL ME AN DEL R BAK! AGAIN LONG TIME NO C! GIVE ME A CALL SUM TIME FROM LUCYxx
0,K..k:)how much does it cost?
0,I'm home.
0,"Dear, will call Tmorrow.pls accomodate."
0,First answer my question.
1,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. £1.50 SP:Tyrone
1,Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur mob? Join the UK's largest Dogging Network bt Txting GRAVEL to 69888! Nt. ec2a. 31p.msg@150p
0,I only haf msn. It's yijue@hotmail.com
0,He is there. You call and meet him
0,No no. I will check all rooms befor activities
1,You'll not rcv any more msgs from the chat svc. For FREE Hardcore services text GO to: 69988 If u get nothing u must Age Verify with yr network & try again
0,Got c... I lazy to type... I forgot ü in lect... I saw a pouch but like not v nice...
0,"K, text me when you're on the way"
0,"Sir, Waiting for your mail."
0,"A swt thought: ""Nver get tired of doing little things 4 lovable persons.."" Coz..somtimes those little things occupy d biggest part in their Hearts.. Gud ni8"
0,I know you are. Can you pls open the back?
0,Yes see ya not on the dot
0,Whats the staff name who is taking class for us?
1,"FreeMsg Why haven't you replied to my text? I'm Randy, sexy, female and live local. Luv to hear from u. Netcollex Ltd 08700621170150p per msg reply Stop to end"
0,Ummma.will call after check in.our life will begin from qatar so pls pray very hard.
0,K..i deleted my contact that why?
0,Sindu got job in birla soft ..
0,The wine is flowing and i'm i have nevering..
0,Yup i thk cine is better cos no need 2 go down 2 plaza mah.
0,Ok... Ur typical reply...
0,"You are everywhere dirt, on the floor, the windows, even on my shirt. And sometimes when i open my mouth, you are all that comes flowing out. I dream of my world without you, then half my chores are out too. A time of joy for me, lots of tv shows i.ll see. But i guess like all things you just must exist, like rain, hail and mist, and when my time here is done, you and i become one."
0,Aaooooright are you at work?
0,I'm leaving my house now...
0,"Hello, my love. What are you doing? Did you get to that interview today? Are you you happy? Are you being a good boy? Do you think of me?Are you missing me ?"
1,Customer service annoncement. You have a New Years delivery waiting for you. Please call 07046744435 now to arrange delivery
1,You are a winner U have been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810
0,Keep yourself safe for me because I need you and I miss you already and I envy everyone that see's you in real life
0,New car and house for my parents.:)i have only new job in hand:)
0,I'm so in love with you. I'm excited each day i spend with you. You make me so happy.
1,-PLS STOP bootydelious (32/F) is inviting you to be her friend. Reply YES-434 or NO-434 See her: www.SMS.ac/u/bootydelious STOP? Send STOP FRND to 62468
1,"BangBabes Ur order is on the way. U SHOULD receive a Service Msg 2 download UR content. If U do not, GoTo wap. bangb. tv on UR mobile internet/service menu"
0,I place all ur points on e cultures module already.
1,URGENT! We are trying to contact you. Last weekends draw shows that you have won a £900 prize GUARANTEED. Call 09061701939. Claim code S89. Valid 12hrs only
0,"Hi frnd, which is best way to avoid missunderstding wit our beloved one's?"
0,Great escape. I fancy the bridge but needs her lager. See you tomo
0,Yes :)it completely in out of form:)clark also utter waste.
0,"Sir, I need AXIS BANK account no and bank address."
0,"Hmmm.. Thk sure got time to hop ard... Ya, can go 4 free abt... Muz call u to discuss liao..."
0,What time you coming down later?
0,"Bloody hell, cant believe you forgot my surname Mr . Ill give u a clue, its spanish and begins with m..."
0,"Well, i'm gonna finish my bath now. Have a good...fine night."
0,Let me know when you've got the money so carlos can make the call
0,U still going to the mall?
0,"Turns out my friends are staying for the whole show and won't be back til ~ &lt;#&gt; , so feel free to go ahead and smoke that $ &lt;#&gt;  worth"
0,Text her. If she doesnt reply let me know so i can have her log in
0,Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.
0,You lifted my hopes with the offer of money. I am in need. Especially when the end of the month approaches and it hurts my studying. Anyways have a gr8 weekend
0,Lol no. U can trust me.
0,ok. I am a gentleman and will treat you with dignity and respect.
0,"He will, you guys close?"
0,Going on nothing great.bye
0,Hello handsome ! Are you finding that job ? Not being lazy ? Working towards getting back that net for mummy ? Where's my boytoy now ? Does he miss me ?
0,"Haha awesome, be there in a minute"
1,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!
0,Have you got Xmas radio times. If not i will get it now
0,I jus reached home. I go bathe first. But my sis using net tell u when she finishes k...
1,Are you unique enough? Find out from 30th August. www.areyouunique.co.uk
0,I'm sorry. I've joined the league of people that dont keep in touch. You mean a great deal to me. You have been a friend at all times even at great personal cost. Do have a great week.|
0,Hi :)finally i completed the course:)
0,It will stop on itself. I however suggest she stays with someone that will be able to give ors for every stool.
0,How are you doing? Hope you've settled in for the new school year. Just wishin you a gr8 day
0,Gud mrng dear hav a nice day
0,Did u got that persons story
0,is your hamster dead? Hey so tmr i meet you at 1pm orchard mrt?
0,Hi its Kate how is your evening? I hope i can see you tomorrow for a bit but i have to bloody babyjontet! Txt back if u can. :) xxx
0,"Found it, ENC  &lt;#&gt; , where you at?"
0,I sent you  &lt;#&gt;  bucks
0,Hello darlin ive finished college now so txt me when u finish if u can love Kate xxx
0,Your account has been refilled successfully by INR  &lt;DECIMAL&gt; . Your KeralaCircle prepaid account balance is Rs  &lt;DECIMAL&gt; . Your Transaction ID is KR &lt;#&gt; .
0,Goodmorning sleeping ga.
0,U call me alter at 11 ok.
0,Ü say until like dat i dun buy ericsson oso cannot oredi lar...
0,"Aight yo, dats straight dogg"
0,You please give us connection today itself before  &lt;DECIMAL&gt;  or refund the bill
0,Both :) i shoot big loads so get ready!
0,"What's up bruv, hope you had a great break. Do have a rewarding semester."
0,Home so we can always chat
0,K:)k:)good:)study well.
0,Yup... How ü noe leh...
0,Sounds great! Are you home now?
0,Finally the match heading towards draw as your prediction.
0,Tired. I haven't slept well the past few nights.
0,Easy ah?sen got selected means its good..
0,I have to take exam with march 3
0,Yeah you should. I think you can use your gt atm now to register. Not sure but if there's anyway i can help let me know. But when you do be sure you are ready.
0,Ok no prob. Take ur time.
0,There is os called ubandu which will run without installing in hard disk...you can use that os to copy the important files in system and give it to repair shop..
0,U say leh... Of course nothing happen lar. Not say v romantic jus a bit only lor. I thk e nite scenery not so nice leh.
1,"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY £1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18"
0,Would really appreciate if you call me. Just need someone to talk to.
1,"Will u meet ur dream partner soon? Is ur career off 2 a flyng start? 2 find out free, txt HORO followed by ur star sign, e. g. HORO ARIES"
0,Hey company elama po mudyadhu.
0,"Life is more strict than teacher... Bcoz Teacher teaches lesson &amp; then conducts exam, But Life first conducts Exam &amp; then teaches Lessons. Happy morning. . ."
0,Dear good morning now only i am up
0,Get down in gandhipuram and walk to cross cut road. Right side &lt;#&gt; street road and turn at first right.
0,Dear we are going to our rubber place
0,"Sorry battery died, yeah I'm here"
0,Yes:)here tv is always available in work place..
1,Text & meet someone sexy today. U can find a date or even flirt its up to U. Join 4 just 10p. REPLY with NAME & AGE eg Sam 25. 18 -msg recd@thirtyeight pence
0,I have printed it oh. So  &lt;#&gt;  come upstairs
0,Or ill be a little closer like at the bus stop on the same street
0,Where are you?when wil you reach here?
0,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!"
1,U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597
0,Tomarrow final hearing on my laptop case so i cant.
0,PLEASSSSSSSEEEEEE TEL ME V AVENT DONE SPORTSx
0,"Okay. No no, just shining on. That was meant to be signing, but that sounds better."
0,"Although i told u dat i'm into baig face watches now but i really like e watch u gave cos it's fr u. Thanx 4 everything dat u've done today, i'm touched..."
0,U don't remember that old commercial?
0,Too late. I said i have the website. I didn't i have or dont have the slippers
0,I asked you to call him now ok
0,Kallis wont bat in 2nd innings.
0,It didnt work again oh. Ok goodnight then. I.ll fix and have it ready by the time you wake up. You are very dearly missed have a good night sleep.
1,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16
0,Ranjith cal drpd Deeraj and deepak 5min hold
0,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da."
0,What you doing?how are you?
0,"Ups which is 3days also, and the shipping company that takes 2wks. The other way is usps which takes a week but when it gets to lag you may have to bribe nipost to get your stuff."
0,"I'm back, lemme know when you're ready"
0,Don't necessarily expect it to be done before you get back though because I'm just now headin out
0,Mmm so yummy babe ... Nice jolt to the suzy
0,Where are you lover ? I need you ...
1,We tried to contact you re your reply to our offer of a Video Handset? 750 anytime networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW
0,I‘m parked next to a MINI!!!! When are you coming in today do you think?
0,Yup
0,Anyway i'm going shopping on my own now. Cos my sis not done yet. Dun disturb u liao.
0,MY NO. IN LUTON 0125698789 RING ME IF UR AROUND! H*
1,Hey I am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698
0,Why you Dint come with us.
0,Same. Wana plan a trip sometme then
0,"Not sure yet, still trying to get a hold of him"
1,Ur ringtone service has changed! 25 Free credits! Go to club4mobiles.com to choose content now! Stop? txt CLUB STOP to 87070. 150p/wk Club4 PO Box1146 MK45 2WT
0,The evo. I just had to download flash. Jealous?
1,Ringtone Club: Get the UK singles chart on your mobile each week and choose any top quality ringtone! This message is free of charge.
0,"Come to mu, we're sorting out our narcotics situation"
0,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay."
1,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com
0,"Usf I guess, might as well take 1 car"
0,No objection. My bf not coming.
0,Thanx...
0,Tell rob to mack his gf in the theater
0,"Awesome, I'll see you in a bit"
0,Just sent it. So what type of food do you like?
0,All done? All handed in? Celebrations in full swing yet?
0,You got called a tool?
0,"Wen u miss someone, the person is definitely special for u..... But if the person is so special, why to miss them, just Keep-in-touch gdeve.."
0,Ok. I asked for money how far
0,Okie...
0,"Yeah I think my usual guy's still passed out from last night, if you get ahold of anybody let me know and I'll throw down"
0,"K, I might come by tonight then if my class lets out early"
0,Ok..
0,hi baby im cruisin with my girl friend what r u up 2? give me a call in and hour at home if thats alright or fone me on this fone now love jenny xxx
0,"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-).."
0,"Dear,shall mail tonite.busy in the street,shall update you tonite.things are looking ok.varunnathu edukkukayee raksha ollu.but a good one in real sense."
0,Hey you told your name to gautham ah?
0,Haf u found him? I feel so stupid da v cam was working.
0,Oops. 4 got that bit.
0,Are you this much buzy
0,I accidentally deleted the message. Resend please.
1,T-Mobile customer you may now claim your FREE CAMERA PHONE upgrade & a pay & go sim card for your loyalty. Call on 0845 021 3680.Offer ends 28thFeb.T&C's apply
0,Unless it's a situation where YOU GO GURL would be more appropriate
0,Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL
0,I cant pick the phone right now. Pls send a message
0,Need a coffee run tomo?Can't believe it's that time of week already
0,"Awesome, I remember the last time we got somebody high for the first time with diesel :V"
0,"Shit that is really shocking and scary, cant imagine for a second. Def up for night out. Do u think there is somewhere i could crash for night, save on taxi?"
0,Oh and by the way you do have more food in your fridge! Want to go out for a meal tonight?
0,He is a womdarfull actor
1,"SMS. ac Blind Date 4U!: Rodds1 is 21/m from Aberdeen, United Kingdom. Check Him out http://img. sms. ac/W/icmb3cktz8r7!-4 no Blind Dates send HIDE"
0,Yup... From what i remb... I think should be can book...
0,Jos ask if u wana meet up?
0,Lol yes. Our friendship is hanging on a thread cause u won't buy stuff.
1,"TheMob> Check out our newest selection of content, Games, Tones, Gossip, babes and sport, Keep your mobile fit and funky text WAP to 82468"
0,Where are the garage keys? They aren't on the bookshelf
0,Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy
1,"Think ur smart ? Win £200 this week in our weekly quiz, text PLAY to 85222 now!T&Cs WinnersClub PO BOX 84, M26 3UZ. 16+. GBP1.50/week"
0,He says he'll give me a call when his friend's got the money but that he's definitely buying before the end of the week
0,"Hi the way I was with u 2day, is the normal way&this is the real me. UR unique&I hope I know u 4 the rest of mylife. Hope u find wot was lost."
0,You made my day. Do have a great day too.
0,K.k:)advance happy pongal.
0,"Hmmm... Guess we can go 4 kb n power yoga... Haha, dunno we can tahan power yoga anot... Thk got lo oso, forgot liao..."
0,"Not really dude, have no friends i'm afraid :("
1,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906
0,"Coffee cake, i guess..."
0,"Merry Christmas to you too babe, i love ya *kisses*"
0,Hey... Why dont we just go watch x men and have lunch... Haha
0,cud u tell ppl im gona b a bit l8 cos 2 buses hav gon past cos they were full & im still waitin 4 1. Pete x
0,That would be great. We'll be at the Guild. Could meet on Bristol road or somewhere - will get in touch over weekend. Our plans take flight! Have a good week
0,No problem. How are you doing?
0,Hi da:)how is the todays class?
0,"I'd say that's a good sign but, well, you know my track record at reading women"
0,"Cool, text me when you're parked"
0,I'm reading the text i just sent you. Its meant to be a joke. So read it in that light
0,K.k:)apo k.good movie.
0,Maybe i could get book out tomo then return it immediately ..? Or something.
1,Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access!
0,Any chance you might have had with me evaporated as soon as you violated my privacy by stealing my phone number from your employer's paperwork. Not cool at all. Please do not contact me again or I will report you to your supervisor.
1,Valentines Day Special! Win over £1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201.
0,"Ta-Daaaaa! I am home babe, are you still up ?"
0,Cool. So how come you havent been wined and dined before?
0,Just sleeping..and surfing
0,U calling me right? Call my hand phone...
0,Ok that's great thanx a lot.
0,I take it the post has come then! You must have 1000s of texts now! Happy reading. My one from wiv hello caroline at the end is my favourite. Bless him
0,Where u been hiding stranger?
0,Am not interested to do like that.
0,My sister cleared two round in birla soft yesterday.
0,Gudnite....tc...practice going on
0,Dis is yijue. I jus saw ur mail. In case huiming havent sent u my num. Dis is my num.
0,One small prestige problem now.
1,Fancy a shag? I do.Interested? sextextuk.com txt XXUK SUZY to 69876. Txts cost 1.50 per msg. TnCs on website. X
0,Just checking in on you. Really do miss seeing Jeremiah. Do have a great month
0,"Nah can't help you there, I've never had an iphone"
0,If you're not in my car in an hour and a half I'm going apeshit
0,"TODAY is Sorry day.! If ever i was angry with you, if ever i misbehaved or hurt you? plz plz JUST SLAP URSELF Bcoz, Its ur fault, I'm basically GOOD"
0,Yo you guys ever figure out how much we need for alcohol? Jay and I are trying to figure out how much we can safely spend on weed
0,&lt;#&gt; ISH MINUTES WAS 5 MINUTES AGO. WTF.
0,"Thank You for calling.Forgot to say Happy Onam to you Sirji.I am fine here and remembered you when i met an insurance person.Meet You in Qatar Insha Allah.Rakhesh, ex Tata AIG who joined TISSCO,Tayseer."
1,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08708800282 HG/Suite342/2Lands Row/W1J6HL
0,"I'm an actor. When i work, i work in the evening and sleep late. Since i'm unemployed at the moment, i ALWAYS sleep late. When you're unemployed, every day is saturday."
0,"Hello! Just got here, st andrews-boy its a long way! Its cold. I will keep you posted"
0,Ha ha cool cool chikku chikku:-):-DB-)
0,Oh ok no prob..
0,Check audrey's status right now
0,Busy here. Trying to finish for new year. I am looking forward to finally meeting you...
0,"Good afternoon sunshine! How dawns that day ? Are we refreshed and happy to be alive? Do we breathe in the air and smile ? I think of you, my love ... As always"
0,Well i know Z will take care of me. So no worries.
1,"Update_Now - Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/F4Q="
1,Here is your discount code RP176781. To stop further messages reply stop. www.regalportfolio.co.uk. Customer Services 08717205546
0,Wat uniform? In where get?
0,"Cool, text me when you're ready"
0,"Hello my boytoy ... Geeee I miss you already and I just woke up. I wish you were here in bed with me, cuddling me. I love you ..."
0,I will spoil you in bed as well :)
0,I'm going for bath will msg you next  &lt;#&gt;  min..
0,I cant keep talking to people if am not sure i can pay them if they agree to price. So pls tell me what you want to really buy and how much you are willing to pay
1,"Thanks for your Ringtone Order, Reference T91. You will be charged GBP 4 per week. You can unsubscribe at anytime by calling customer services on 09057039994"
0,Can you say what happen
0,You could have seen me..i did't recognise you Face.:)
0,Well there's not a lot of things happening in Lindsay on New years *sighs* Some bars in Ptbo and the blue heron has something going
0,Keep my payasam there if rinu brings
0,I taught that Ranjith sir called me. So only i sms like that. Becaus hes verifying about project. Prabu told today so only pa dont mistake me..
0,"I guess that's why you re worried. You must know that there's a way the body repairs itself. And i'm quite sure you shouldn't worry. We'll take it slow. First the tests, they will guide when your ovulation is then just relax. Nothing you've said is a reason to worry but i.ll keep on followin you up."
0,"Yeah sure, give me a couple minutes to track down my wallet"
0,Hey leave it. not a big deal:-) take care.
0,Hey i will be late ah... Meet you at 945+
1,"Double mins and txts 4 6months FREE Bluetooth on Orange. Available on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839402 or call2optout/N9DX"
0,It took Mr owl 3 licks
0,Customer place i will call you.
0,Mm that time you dont like fun
1,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths ? Call MobilesDirect free on 08000938767 to update now! or2stoptxt
0,Yup having my lunch buffet now.. U eat already?
0,Huh so late... Fr dinner?
